book_name,author,rating,reviews,price_usd,duration_mins,duration_category,primary_genre
"Computer Programming: The Bible: Learn from the basics to advanced of Python, C, C++, C#, HTML Coding, and Black Hat Hacking Step-by-Step in No Time!",CyberPunk Architects,3.6,22,6.04,186,Medium (3-6 hrs),Cryptography
"Lights Out: Pride, Delusion, and the Fall of General Electric",Thomas Gryta,4.5,80,7.92,819,Very Long (10+ hrs),General
Hunted by the Sky,Tanaz Bhathena,4.6,33,12.71,820,Very Long (10+ hrs),Historical Fantasy for Teens
"Thinking Strategically: The Competitive Edge in Business, Politics, and Everyday Life",Avinash K. Dixit,4.3,203,10.07,624,Very Long (10+ hrs),General
"The Molecule of More: How a Single Chemical in Your Brain Drives Love, Sex, and Creativity - And Will Determine the Fate of the Human Race",Daniel Z. Lieberman MD,4.7,140,6.05,493,Long (6-10 hrs),Neuroscience & Neuropsychology
First-Time Mom: Getting Off on the Right Foot from Birth to First Grade,Kevin Leman,4.5,30,7.63,400,Long (6-10 hrs),Christian Family
First-Time Mom: Getting Off on the Right Foot from Birth to First Grade,Kevin Leman,4.5,30,7.63,400,Long (6-10 hrs),Christian Family
"False Alarm: How Climate Change Panic Costs Us Trillions, Hurts the Poor, and Fails to Fix the Planet",Bjorn Lomborg,4.7,92,6.02,498,Long (6-10 hrs),Climate Change
Sales Management. Simplified: The Straight Truth About Getting Exceptional Results from Your Sales Team,Mike Weinberg,4.7,267,8.05,417,Long (6-10 hrs),Business Sales
The Organized Mind: Thinking Straight in the Age of Information Overload,Daniel Levitin,4.3,585,12.35,969,Very Long (10+ hrs),Memory Improvement
Neurosis and Human Growth: The Struggle toward Self-Realization,Karen Horney MD,3.9,4,9.14,943,Very Long (10+ hrs),Science
Behind the Cloud: The Untold Story of How Salesforce.com Went from Idea to Billion-Dollar Company - and Revolutionized an Industry,Marc Benioff,4.5,189,8.05,474,Long (6-10 hrs),E-Commerce
"Dark Magic: Dark Series, Book 4",Christine Feehan,4.6,540,148.87,674,Very Long (10+ hrs),Paranormal Romance
"Drama Queen: Dork Diaries, Book 9",Rachel Renée Russell,4.6,468,9.6,224,Medium (3-6 hrs),Literature & Fiction for Children
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,4.7,1064,15.13,936,Very Long (10+ hrs),Cosmology
"How to Travel the World for Free: One Man, 150 Days, Eleven Countries, No Money!",Michael Wigge,4.0,9,8.05,306,Medium (3-6 hrs),Adventure Travel
The Bastard Billionaire,Jessica Lemmon,4.7,94,5.65,568,Long (6-10 hrs),Romance (Books)
Life on the Edge: The Coming of Age of Quantum Biology,Jim Al-Khalili,4.5,451,9.88,760,Very Long (10+ hrs),General
The Captain Class: The Hidden Force Behind the World's Greatest Teams,Sam Walker,4.5,285,9.06,564,Long (6-10 hrs),Sociology of Sports
Discover Your True North: Expanded and Updated Edition,Bill George,5.0,14,10.07,603,Very Long (10+ hrs),Leadership
Falling into Grace: Insights on the End of Suffering,Adyashanti,4.7,352,13.83,616,Very Long (10+ hrs),Spiritualism
So Long and Thanks for All the Fish,Douglas Adams,4.7,234,3.89,279,Medium (3-6 hrs),Science Fiction Movie
A Monk's Guide to a Clean House and Mind,Shoukei Matsumoto,4.3,316,7.41,124,Short (under 3 hrs),Cleaning & Organising
Cybersecurity Program Development for Business: The Essential Planning Guide,Chris Moschovitis,4.7,15,7.06,549,Long (6-10 hrs),Leadership
Babu Bangladesh!,Numair Atif Choudhury,4.3,10,10.07,862,Very Long (10+ hrs),Contemporary Fiction (Books)
The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,4.7,1044,10.7,1337,Very Long (10+ hrs),General
Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal,Jeff Kinney,4.5,2669,4.94,36,Short (under 3 hrs),Humorous Fiction for Children
In Cold Blood,Truman Capote,4.6,2736,13.63,867,Very Long (10+ hrs),Murder True Crime
The Daily Trading Coach: 101 Lessons for Becoming Your Own Trading Psychologist,Brett N. Steenbarger,4.6,144,10.07,861,Very Long (10+ hrs),Business Careers
Jack: Straight from the Gut,Jack Welch,4.4,214,5.65,837,Very Long (10+ hrs),Biographies & Autobiographies (Books)
The Ultimate X-Men,Stan Lee,5.0,3,8.47,446,Long (6-10 hrs),Superhero Fiction for Teens
2001: A Space Odyssey,Arthur C. Clarke,4.6,963,4.24,402,Long (6-10 hrs),Hard Science Fiction
Rich Dad Advisors: Stock Market Cash Flow,Andy Tanner,4.5,214,6.02,451,Long (6-10 hrs),Retirement Planning
"Design a Better Business: New Tools, Skills, and Mindset for Strategy and Innovation",Patrick van der Pijl,4.5,123,8.05,389,Long (6-10 hrs),Time Management & Productivity
The Public Intellectual in India,Romila Thapar,4.2,47,8.05,402,Long (6-10 hrs),General
Landmark Judgments That Changed India,Asok Kumar Ganguly,4.1,63,6.04,321,Medium (3-6 hrs),General
Notes of a Dream: The Authorized Biography of AR Rahman,Krishna Trilok,4.4,149,10.59,823,Very Long (10+ hrs),Biographies of Celebrities & Entertainment Professionals
The Pomodoro Technique: The Life-Changing Time-Management System,Francesco Cirillo,4.4,10,7.41,170,Short (under 3 hrs),Time Management
Extreme Ownership - Mit Verantwortung führen: Was Führungskräfte von den Navy Seals lernen können,Jocko Willink,4.5,51,7.65,569,Long (6-10 hrs),Money & Finance
The 1% Rule: How to Fall in Love with the Process and Achieve Your Wildest Dreams,Tommy Baker,4.4,335,6.04,262,Medium (3-6 hrs),Self-Esteem
"Only Time Will Tell: Clifton Chronicles, Book 1",Jeffrey Archer,4.3,6949,3.89,755,Very Long (10+ hrs),Fiction Sagas
"Word Smart, Genius Edition: Building a Phenomenal Vocabulary",Julian Fleisher,4.0,7,9.07,283,Medium (3-6 hrs),Adult & Continuing Education
Living with a SEAL: 31 Days Training with the Toughest Man on the Planet,Jesse Itzler,4.7,1855,6.02,318,Medium (3-6 hrs),History of Christianity
"The Frequency: Fulfill All Your Wishes by Manifesting with Vibrations: Use the Law of Attraction and Amazing Manifestation Strategies to Attract the Life You Want, Book 1",Linda West,4.3,167,2.81,143,Short (under 3 hrs),Angels & Spirit Guides
"Angel: How to Invest in Technology Startups - Timeless Advice from an Angel Investor Who Turned $100,000 into $100,000,000",Jason Calacanis,4.8,324,131.0,499,Long (6-10 hrs),Corporate Finance
The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,4.6,1330,8.05,461,Long (6-10 hrs),Children's Health
Empire: How Britain Made the Modern World,Niall Ferguson,4.5,324,8.23,367,Long (6-10 hrs),Imperialism
The Born to Win Seminar,Zig Ziglar,4.6,419,24.19,903,Very Long (10+ hrs),Personal Success
The Innocent Man,John Grisham,4.3,2043,7.41,353,Medium (3-6 hrs),Murder True Crime
Decisive: How to Make Better Choices in Life and Work,Chip Heath,4.6,597,10.7,549,Long (6-10 hrs),Negotiating
Adultery (Hindi Edition),Paulo Coelho,3.3,9,8.05,458,Long (6-10 hrs),General
Damn Right: Behind the Scenes with Berkshire Hathaway Billionaire Charlie Munger (Revised),Janet Lowe,4.4,70,8.47,805,Very Long (10+ hrs),Biographies of Business Leaders
Why I Stopped Wearing My Socks,Alok Kejriwal,4.7,665,8.05,300,Medium (3-6 hrs),Biographies of Business Leaders
The Viking Spirit: An Introduction to Norse Mythology and Religion,Daniel McCoy,4.7,540,10.07,659,Very Long (10+ hrs),General
Mastering Stand-Up: The Complete Guide to Becoming a Successful Comedian,Stephen Rosenfield,4.7,174,7.06,595,Long (6-10 hrs),Entertainment & Performing Arts Business Aspects
Anthem,Ayn Rand,4.3,880,0.39,124,Short (under 3 hrs),Dystopian Science Fiction
Nutrition Made Clear,Roberta H. Anding,5.0,6,16.93,1119,Very Long (10+ hrs),Diets
"The Tea Planter's Daughter: The India Tea Series, Book 1",Janet MacLeod Trotter,4.5,1031,7.27,942,Very Long (10+ hrs),20th Century Historical Romance
The Last Juror,John Grisham,4.5,955,4.94,355,Medium (3-6 hrs),Legal Thrillers
The Complete Book of Five Rings,Miyamoto Musashi,4.9,149,8.05,303,Medium (3-6 hrs),General
My Name Is Red,Orhan Pamuk,4.3,361,13.71,1223,Very Long (10+ hrs),General
Grow: How Ideals Power Growth and Profit at the World's Greatest Companies,Jim Stengel,4.5,34,12.11,619,Very Long (10+ hrs),Workplace Culture
A Concise History of Modern India,Barbara Metcalf,3.9,18,8.19,664,Very Long (10+ hrs),General
The Eckhart Tolle Audio Collection,Eckhart Tolle,4.3,49,16.94,443,Long (6-10 hrs),Spiritualism
Conversations with Myself,Nelson Mandela,4.5,186,3.89,602,Very Long (10+ hrs),Southern African History
Cloud Computing: The MIT Press Essential Knowledge Series,Nayan B. Ruparelia,4.3,26,7.9,321,Medium (3-6 hrs),Textbooks & Study Guides
Super Pumped: The Battle for Uber,Mike Isaac,4.6,318,14.11,772,Very Long (10+ hrs),Technology & Society
The Storyteller's Secret: How TED Speakers and Inspirational Leaders Turn Their Passion into Performance,Carmine Gallo,4.4,183,3.89,494,Long (6-10 hrs),Public Speaking
"Overcoming Unwanted Intrusive Thoughts: A CBT-Based Guide to Getting over Frightening, Obsessive, or Disturbing Thoughts",Sally M. Winston PsyD,4.7,703,5.64,323,Medium (3-6 hrs),Obsessive Compulsive Disorder
Blockchain: The Insights You Need from Harvard Business Review,Harvard Business Review,4.2,12,5.65,203,Medium (3-6 hrs),Data Science
The Art of Strategy: A Game Theorist's Guide to Success in Business and Life,Barry J. Nalebuff,4.5,321,11.43,1022,Very Long (10+ hrs),General
Classic Goosebumps: Stay Out of the Basement,R. L. Stine,4.7,173,4.23,160,Short (under 3 hrs),Monster Stories for Children
Us Against You,Fredrik Backman,4.7,942,9.88,827,Very Long (10+ hrs),Small Town & Rural Fiction
The Witch of Portobello,Paulo Coelho,4.4,355,131.0,489,Long (6-10 hrs),Fairy Tale Fantasy
Executive Presence: The Missing Link between Merit and Success,Sylvia Ann Hewlett,4.3,248,125.04,377,Long (6-10 hrs),Business Etiquette
Bulletproof Problem Solving: The One Skill That Changes Everything,Charles Conn,4.6,123,7.06,454,Long (6-10 hrs),Business Decision Making & Problem Solving
Clean - Expanded Edition: The Revolutionary Program to Restore the Body's Natural Ability to Heal Itself,Alejandro Junger,4.4,981,148.87,668,Very Long (10+ hrs),Naturopathy
Loopholes of Real Estate: Secrets of Successful Real Estate Investing (Rich Dad Advisors),Garrett Sutton,4.7,243,6.02,611,Very Long (10+ hrs),Commercial Real Estate
All the Bright Places: Movie Tie-In Edition,Jennifer Niven,4.7,2841,15.13,664,Very Long (10+ hrs),Fiction on Depression for Teens
"Queen of Air and Darkness: The Dark Artifices, Book 3 (A Shadowhunter Novel)",Cassandra Clare,4.7,2123,13.71,1824,Very Long (10+ hrs),Teen & Young Adult
Mastery: The Keys to Success and Long-Term Fulfillment,George Leonard,4.5,480,4.23,217,Medium (3-6 hrs),Zen Buddhism
Ice Station,Matthew Reilly,4.4,433,5.67,917,Very Long (10+ hrs),Suspense
First Man in Rome,Colleen McCullough,4.5,282,12.35,2637,Very Long (10+ hrs),Alternate History Science Fiction
The Trip to Echo Spring: On Writers and Drinking,Olivia Laing,4.2,158,7.33,634,Very Long (10+ hrs),Creativity & Genius
Seeing Like a State,James C. Scott,4.6,96,11.29,966,Very Long (10+ hrs),Sociology of Urban Areas
How Bad Do You Want It?: Mastering the Psychology of Mind over Muscle,Matt Fitzgerald,4.5,346,9.88,509,Long (6-10 hrs),Baseball (Books)
Ramayana: An Ancient Indian Epic,Ayur Pulle,5.0,4,2.81,7,Short (under 3 hrs),General
HBR's 10 Must Reads on Sales: HBR's 10 Must Reads Series,Harvard Business Review,4.0,25,7.06,348,Medium (3-6 hrs),Business Sales
The Wall of Winnipeg and Me,Mariana Zapata,4.6,1201,14.12,960,Very Long (10+ hrs),General
The Inimitable Jeeves,P. G. Wodehouse,4.8,7,5.94,214,Medium (3-6 hrs),Humorous Fiction
Accepting Myself the Way I Am: Learning to Go Your Own Way,OSHO,3.9,28,2.01,23,Short (under 3 hrs),Personal Success
Doctor Who: 10th Doctor Tales: 10th Doctor Audio Originals,Peter Anghelides,4.8,9,13.17,911,Very Long (10+ hrs),General
365 Jataka Tales,Om Books International,4.0,37,8.05,511,Long (6-10 hrs),Literary Criticism for Children
Better Vocabulary in 30 Minutes a Day: Better English Series,Edie Schwager,3.8,16,7.9,330,Medium (3-6 hrs),Vocabulary
The Alchemy of Finance,George Soros,4.2,151,5.36,169,Short (under 3 hrs),Investing & Trading
Get Better at Getting Better,Chandramouli Venkatesan,4.4,133,10.59,365,Long (6-10 hrs),Personal Success
Blue Ocean Shift: Beyond Competing - Proven Steps to Inspire Confidence and Seize New Growth,Renee Mauborgne,4.6,236,3.89,587,Long (6-10 hrs),Customer Service
Big Potential: Five Secrets of Reaching Higher by Powering Those Around You,Shawn Achor,4.6,132,8.23,395,Long (6-10 hrs),Business Motivation & Self-Improvement
"The Big Fat Surprise: Why Butter, Meat, and Cheese Belong in a Healthy Diet",Nina Teicholz,4.7,1273,9.88,806,Very Long (10+ hrs),General
The Coalition Years: 1996-2012,Pranab Mukherjee,4.1,104,8.05,513,Long (6-10 hrs),Biographies of Politicians
13 Steps to Bloody Good Wealth,Ashwin Sanghi,4.3,319,6.04,260,Medium (3-6 hrs),General
Conversations with Friends,Sally Rooney,4.3,2547,8.59,513,Long (6-10 hrs),Literary Fiction
"Theft of Swords: Riyria Revelations, Volume 1",Michael J. Sullivan,4.5,1038,16.95,1358,Very Long (10+ hrs),Historical Fantasy
"Fresh Floods: Ponniyin Selvan, Book 1",Kalki R. Krishnamurthy,4.7,44,10.07,927,Very Long (10+ hrs),Classic Literature
The Rise of Superman: Decoding the Science of Ultimate Human Performance,Steven Kotler,4.4,551,7.27,563,Long (6-10 hrs),Extreme Sports
The Witchcraft of Salem Village,Shirley Jackson,4.5,38,7.05,189,Medium (3-6 hrs),Exploring United States Nonfiction for Children
The Way of the Bodhisattva: Shambhala,Shantideva,4.8,214,6.05,186,Medium (3-6 hrs),Textbooks & Study Guides
Creation: A Novel,Gore Vidal,4.3,42,12.11,1628,Very Long (10+ hrs),General
Catch 22,Joseph Heller,4.2,2424,1.12,162,Short (under 3 hrs),Classic Literature
The Crucified Life: How to Live Out a Deeper Christian Experience,A. W. Tozer,4.8,312,7.42,406,Long (6-10 hrs),Christian Spiritual Growth
Stop Smoking with Allen Carr: Plus a Unique 70 Minute Seminar Delivered by the Author,Allen Carr,3.9,17,6.86,342,Medium (3-6 hrs),Smoking & Tobacco
"The Stress Solution: The 4 Steps to Reset Your Body, Mind, Relationships and Purpose",Dr Rangan Chatterjee,4.7,552,7.41,331,Medium (3-6 hrs),Stress Management
The Cybersecurity Playbook: How Every Leader and Employee Can Contribute to a Culture of Security,Allison Cerra,4.8,9,8.47,299,Medium (3-6 hrs),Forecasting & Strategic Planning
Brain Rules for Baby (Updated and Expanded): How to Raise a Smart and Happy Child from Zero to Five,John Medina,4.6,809,8.46,566,Long (6-10 hrs),Parenting Infants & Toddlers
The Holy Spirit: Activating God's Power in Your Life,Billy Graham,4.8,476,10.17,642,Very Long (10+ hrs),Christianity (Books)
"The AMA Handbook of Project Management, Fifth Edition",Paul C. Dinsmore PMP - editor,4.2,7,9.88,1546,Very Long (10+ hrs),Project Management
How the Mind Works,Steven Pinker,4.3,275,12.11,1565,Very Long (10+ hrs),General
The Prophet,Kahlil Gibran,4.5,1596,4.01,26,Short (under 3 hrs),Middle Eastern Literature
Manas Ka Hans,Amritlal Nagar,4.6,52,14.11,1284,Very Long (10+ hrs),Religious & Spiritual Fiction
"Hold On, But Don't Hold Still: Hope and Humor from My Seriously Flawed Life",Kristina Kuzmic,4.8,749,10.59,397,Long (6-10 hrs),Motherhood
"The AMA Handbook of Project Management, Fifth Edition",Paul C. Dinsmore PMP - editor,4.2,7,9.88,1546,Very Long (10+ hrs),Project Management
How the Mind Works,Steven Pinker,4.3,275,12.11,1565,Very Long (10+ hrs),General
The Prophet,Kahlil Gibran,4.5,1596,4.01,26,Short (under 3 hrs),Middle Eastern Literature
Manas Ka Hans,Amritlal Nagar,4.6,52,14.11,1284,Very Long (10+ hrs),Religious & Spiritual Fiction
"Hold On, But Don't Hold Still: Hope and Humor from My Seriously Flawed Life",Kristina Kuzmic,4.8,749,10.59,397,Long (6-10 hrs),Motherhood
Business Intelligence for Dummies,Swain Scheps,4.1,60,8.47,827,Very Long (10+ hrs),General
Living in the Light,Shakti Gawain,4.7,110,5.07,180,Medium (3-6 hrs),General
Leave it to Psmith,P. G. Wodehouse,4.4,199,7.87,540,Long (6-10 hrs),Humorous Fiction
The Marshmallow Test: Mastering Self-Control,Walter Mischel,4.4,359,7.27,474,Long (6-10 hrs),Child Psychology
Sidemen: The Audiobook,The Sidemen,4.7,680,6.86,314,Medium (3-6 hrs),Biographies of Comedians
The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,4.6,1182,8.07,574,Long (6-10 hrs),World War II History
Next Level Thinking: 10 Powerful Thoughts for a Successful and Abundant Life,Joel Osteen,4.6,324,5.77,243,Medium (3-6 hrs),General
Stealth War: How China Took Over While America's Elite Slept,Robert Spalding,4.8,406,10.59,424,Long (6-10 hrs),International Diplomacy
Target 3 Billion: PURA: Innovative Solutions Towards Sustainable Development,APJ Abdul Kalam,4.7,99,10.59,499,Long (6-10 hrs),Poverty & Homelessness Studies
"The Simulation Hypothesis: An MIT Computer Scientist Shows Why AI, Quantum Physics, and Eastern Mystics All Agree We Are in a Video Game",Rizwan Virk,4.4,159,8.05,562,Long (6-10 hrs),Cybernetics
Mere Sapnon ka Bharat [India of My Dreams],Mohandas K. Gandhi,4.4,24,10.07,760,Very Long (10+ hrs),General
"A Parent's Guide to High-Functioning Autism Spectrum Disorder, Second Edition: How to Meet the Challenges and Help Your Child Thrive",Sally Ozonoff,4.6,235,8.05,582,Long (6-10 hrs),General
Trade Wars Are Class Wars: How Rising Inequality Distorts the Global Economy and Threatens International Peace,Matthew C. Klein,4.5,57,7.06,512,Long (6-10 hrs),International Trades & Tariffs
City of Bones,Cassandra Clare,4.5,4461,11.29,852,Very Long (10+ hrs),Fantasy for Teens
Uncommon Type: Some Stories,Tom Hanks,4.2,973,9.06,600,Very Long (10+ hrs),Literature Anthologies
It Starts with Clients: Your 100-Day Plan to Build Lifelong Relationships and Revenue,Andrew Sobel,4.8,41,7.06,459,Long (6-10 hrs),Business Consulting
The Mercies,Kiran Millwood Hargrave,4.4,222,3.89,665,Very Long (10+ hrs),Historical Fiction (Books)
"Rewire Your Anxious Brain: How to Use the Neuroscience of Fear to End Anxiety, Panic, and Worry",Catherine M. Pittman PhD,4.6,601,8.05,390,Long (6-10 hrs),Anxiety Disorders
"The End of Mental Illness: How Neuroscience Is Transforming Psychiatry and Helping Prevent or Reverse Mood and Anxiety Disorders, ADHD, Addictions, PTSD, Psychosis, Personality Disorders, and More",Daniel G. Amen,4.7,525,12.71,817,Very Long (10+ hrs),Emotions
Creating True Prosperity,Shakti Gawain,4.9,18,5.07,225,Medium (3-6 hrs),Personal Success
